customer_id,signup_date,initial_plan,acquisition_channel,cac,country
RETAIL-13522,2011-11-01,n/a,referral,79.36,United Kingdom
RETAIL-13523,2010-11-01,n/a,organic,39.99,United Kingdom
RETAIL-13524,2011-05-01,n/a,paid_social,257.21,United Kingdom
RETAIL-13525,2011-04-01,n/a,referral,77.83,United Kingdom
RETAIL-13526,2009-12-01,n/a,organic,32.69,United Kingdom
RETAIL-13527,2010-01-01,n/a,referral,72.59,United Kingdom
RETAIL-13528,2010-01-01,n/a,organic,34.82,United Kingdom
RETAIL-13529,2011-05-01,n/a,referral,72.07,United Kingdom
RETAIL-13530,2010-03-01,n/a,paid_search,122.08,United Kingdom
RETAIL-13531,2009-12-01,n/a,paid_social,230.06,United Kingdom
RETAIL-13532,2011-11-01,n/a,paid_social,237.09,United Kingdom
RETAIL-13533,2011-03-01,n/a,organic,44.92,United Kingdom
RETAIL-13534,2010-07-01,n/a,referral,61.19,United Kingdom
RETAIL-13535,2010-11-01,n/a,referral,52.33,United Kingdom
RETAIL-13536,2011-09-01,n/a,paid_social,253.14,United Kingdom
RETAIL-13537,2010-09-01,n/a,organic,39.42,United Kingdom
RETAIL-13538,2010-02-01,n/a,referral,76.25,United Kingdom
RETAIL-13539,2010-04-01,n/a,paid_social,180.01,United Kingdom
RETAIL-13540,2010-02-01,n/a,referral,79.14,United Kingdom
RETAIL-13541,2010-05-01,n/a,organic,28.86,United Kingdom
RETAIL-13542,2009-12-01,n/a,paid_search,166.42,United Kingdom
RETAIL-13543,2010-01-01,n/a,referral,44.52,United Kingdom
RETAIL-13544,2010-03-01,n/a,paid_social,223.01,United Kingdom
RETAIL-13545,2009-12-01,n/a,organic,33.43,United Kingdom
RETAIL-13546,2010-10-01,n/a,organic,33.55,United Kingdom
RETAIL-13547,2010-10-01,n/a,organic,39.92,United Kingdom
RETAIL-13548,2010-08-01,n/a,paid_search,164.39,United Kingdom
RETAIL-13549,2010-11-01,n/a,organic,42.24,United Kingdom
RETAIL-13550,2010-11-01,n/a,paid_social,158.71,United Kingdom
RETAIL-13551,2010-02-01,n/a,paid_social,151.39,United Kingdom
RETAIL-13552,2010-02-01,n/a,paid_social,192.14,United Kingdom
RETAIL-13553,2010-02-01,n/a,organic,41.36,United Kingdom
RETAIL-13554,2010-09-01,n/a,organic,33.91,United Kingdom
RETAIL-13555,2010-01-01,n/a,referral,73.77,United Kingdom
RETAIL-13556,2010-09-01,n/a,paid_social,166.73,United Kingdom
RETAIL-13557,2009-12-01,n/a,paid_search,104.41,United Kingdom
RETAIL-13558,2011-10-01,n/a,organic,40.61,United Kingdom
RETAIL-13559,2010-06-01,n/a,paid_search,101.04,United Kingdom
RETAIL-13560,2011-12-01,n/a,paid_social,239.31,United Kingdom
RETAIL-13561,2010-02-01,n/a,paid_social,256.56,United Kingdom
RETAIL-13562,2010-01-01,n/a,paid_search,123.46,United Kingdom
RETAIL-13563,2011-07-01,n/a,paid_social,210.5,United Kingdom
RETAIL-13564,2009-12-01,n/a,paid_social,216.41,United Kingdom
RETAIL-13565,2010-10-01,n/a,referral,63.78,United Kingdom
RETAIL-13566,2010-03-01,n/a,organic,26.74,United Kingdom
RETAIL-13567,2010-06-01,n/a,paid_search,143.27,United Kingdom
RETAIL-13568,2011-06-01,n/a,organic,15.0,United Kingdom
RETAIL-13569,2010-10-01,n/a,referral,73.38,United Kingdom
RETAIL-13570,2011-04-01,n/a,paid_social,213.04,United Kingdom
RETAIL-13571,2009-12-01,n/a,paid_search,152.47,United Kingdom
RETAIL-13572,2011-05-01,n/a,referral,64.22,United Kingdom
RETAIL-13573,2010-03-01,n/a,paid_social,212.05,United Kingdom
RETAIL-13574,2010-10-01,n/a,organic,39.86,United Kingdom
RETAIL-13575,2011-06-01,n/a,paid_social,226.1,United Kingdom
RETAIL-13576,2009-12-01,n/a,paid_social,233.73,United Kingdom
RETAIL-13577,2009-12-01,n/a,referral,76.76,United Kingdom
RETAIL-13578,2010-10-01,n/a,referral,75.48,United Kingdom
RETAIL-13579,2010-02-01,n/a,organic,23.87,United Kingdom
RETAIL-13580,2010-10-01,n/a,paid_social,204.94,United Kingdom
RETAIL-13581,2010-10-01,n/a,organic,30.93,United Kingdom
RETAIL-13582,2010-04-01,n/a,organic,28.33,United Kingdom
RETAIL-13583,2010-01-01,n/a,paid_social,193.45,United Kingdom
RETAIL-13584,2010-02-01,n/a,paid_search,135.69,United Kingdom
RETAIL-13585,2009-12-01,n/a,paid_search,139.66,United Kingdom
RETAIL-13586,2010-06-01,n/a,paid_search,138.49,United Kingdom
RETAIL-13587,2010-02-01,n/a,organic,46.66,United Kingdom
RETAIL-13588,2011-03-01,n/a,organic,28.27,United Kingdom
RETAIL-13589,2009-12-01,n/a,referral,73.42,United Kingdom
RETAIL-13590,2009-12-01,n/a,organic,43.11,United Kingdom
RETAIL-13591,2009-12-01,n/a,referral,39.54,United Kingdom
RETAIL-13592,2011-03-01,n/a,paid_search,143.46,United Kingdom
RETAIL-13593,2010-03-01,n/a,paid_search,155.75,United Kingdom
RETAIL-13594,2010-01-01,n/a,paid_search,153.57,United Kingdom
RETAIL-13595,2010-03-01,n/a,organic,35.45,United Kingdom
RETAIL-13596,2011-11-01,n/a,organic,27.97,United Kingdom
RETAIL-13597,2010-11-01,n/a,paid_social,202.87,United Kingdom
RETAIL-13598,2010-02-01,n/a,organic,24.57,United Kingdom
RETAIL-13599,2009-12-01,n/a,referral,72.48,United Kingdom
RETAIL-13600,2010-03-01,n/a,organic,44.92,United Kingdom
RETAIL-13601,2010-06-01,n/a,paid_social,249.63,United Kingdom
RETAIL-13602,2010-05-01,n/a,organic,44.15,United Kingdom
RETAIL-13603,2011-11-01,n/a,referral,60.92,United Kingdom
RETAIL-13604,2010-02-01,n/a,referral,43.36,United Kingdom
RETAIL-13605,2010-05-01,n/a,paid_search,139.94,United Kingdom
RETAIL-13606,2011-02-01,n/a,paid_social,206.41,United Kingdom
RETAIL-13607,2010-11-01,n/a,paid_search,147.71,United Kingdom
RETAIL-13608,2010-06-01,n/a,referral,70.76,United Kingdom
RETAIL-13609,2010-04-01,n/a,organic,48.02,United Kingdom
RETAIL-13610,2010-01-01,n/a,paid_search,130.13,United Kingdom
RETAIL-13611,2009-12-01,n/a,paid_social,272.56,United Kingdom
RETAIL-13612,2010-03-01,n/a,organic,58.58,United Kingdom
RETAIL-13613,2010-02-01,n/a,paid_search,161.04,United Kingdom
RETAIL-13614,2010-06-01,n/a,organic,42.98,United Kingdom
RETAIL-13615,2010-01-01,n/a,referral,39.77,United Kingdom
RETAIL-13616,2010-01-01,n/a,referral,73.58,United Kingdom
RETAIL-13617,2010-08-01,n/a,paid_search,128.81,United Kingdom
RETAIL-13618,2011-06-01,n/a,paid_social,212.72,United Kingdom
RETAIL-13619,2010-02-01,n/a,paid_search,181.98,United Kingdom
RETAIL-13620,2010-06-01,n/a,referral,85.52,United Kingdom
RETAIL-13621,2011-08-01,n/a,paid_search,140.72,United Kingdom
RETAIL-13622,2010-01-01,n/a,referral,52.73,United Kingdom
RETAIL-13623,2009-12-01,n/a,referral,73.97,United Kingdom
RETAIL-13624,2010-11-01,n/a,referral,66.98,United Kingdom
RETAIL-13625,2010-04-01,n/a,referral,69.96,United Kingdom
RETAIL-13626,2010-11-01,n/a,organic,43.06,United Kingdom
RETAIL-13627,2010-03-01,n/a,organic,39.01,United Kingdom
RETAIL-13628,2010-02-01,n/a,organic,41.29,United Kingdom
RETAIL-13629,2010-02-01,n/a,referral,40.11,United Kingdom
RETAIL-13630,2011-02-01,n/a,organic,36.72,United Kingdom
RETAIL-13631,2011-03-01,n/a,paid_social,269.6,United Kingdom
RETAIL-13632,2010-04-01,n/a,paid_social,179.08,United Kingdom
RETAIL-13633,2010-04-01,n/a,referral,69.37,United Kingdom
RETAIL-13634,2010-01-01,n/a,paid_search,148.11,United Kingdom
RETAIL-13635,2009-12-01,n/a,paid_social,196.74,United Kingdom
RETAIL-13636,2011-02-01,n/a,referral,62.28,United Kingdom
RETAIL-13637,2011-04-01,n/a,paid_search,122.47,United Kingdom
RETAIL-13638,2011-11-01,n/a,referral,71.32,United Kingdom
RETAIL-13639,2010-09-01,n/a,paid_search,132.77,United Kingdom
RETAIL-13640,2010-04-01,n/a,paid_social,238.14,United Kingdom
RETAIL-13641,2009-12-01,n/a,organic,31.27,United Kingdom
RETAIL-13642,2010-10-01,n/a,paid_social,238.51,United Kingdom
RETAIL-13643,2009-12-01,n/a,paid_search,145.4,United Kingdom
RETAIL-13644,2011-08-01,n/a,paid_search,141.79,United Kingdom
RETAIL-13645,2011-08-01,n/a,paid_search,125.91,United Kingdom
RETAIL-13646,2010-11-01,n/a,paid_social,215.71,United Kingdom
RETAIL-13647,2010-04-01,n/a,referral,60.44,United Kingdom
RETAIL-13648,2009-12-01,n/a,paid_search,112.53,United Kingdom
RETAIL-13649,2010-06-01,n/a,organic,60.14,United Kingdom
RETAIL-13650,2010-01-01,n/a,referral,76.64,United Kingdom
RETAIL-13651,2010-11-01,n/a,paid_search,142.32,United Kingdom
RETAIL-13652,2010-02-01,n/a,organic,21.57,United Kingdom
RETAIL-13653,2010-08-01,n/a,organic,42.72,United Kingdom
RETAIL-13654,2009-12-01,n/a,paid_search,145.15,United Kingdom
RETAIL-13655,2010-04-01,n/a,paid_social,293.25,United Kingdom
RETAIL-13656,2010-04-01,n/a,paid_search,154.95,United Kingdom
RETAIL-13657,2011-05-01,n/a,referral,64.41,United Kingdom
RETAIL-13658,2010-02-01,n/a,paid_search,172.26,United Kingdom
RETAIL-13659,2010-02-01,n/a,organic,44.6,United Kingdom
RETAIL-13660,2010-11-01,n/a,paid_search,133.58,United Kingdom
RETAIL-13661,2010-04-01,n/a,paid_search,91.84,United Kingdom
RETAIL-13662,2010-02-01,n/a,paid_search,137.79,United Kingdom
RETAIL-13663,2010-03-01,n/a,referral,70.45,United Kingdom
RETAIL-13664,2010-01-01,n/a,organic,41.67,United Kingdom
RETAIL-13665,2010-07-01,n/a,paid_search,95.53,United Kingdom
RETAIL-13666,2009-12-01,n/a,referral,80.72,United Kingdom
RETAIL-13667,2011-07-01,n/a,paid_search,109.42,United Kingdom
RETAIL-13668,2009-12-01,n/a,referral,63.07,United Kingdom
RETAIL-13669,2010-10-01,n/a,organic,30.54,United Kingdom
RETAIL-13670,2011-09-01,n/a,referral,75.15,United Kingdom
RETAIL-13671,2010-11-01,n/a,paid_search,166.92,United Kingdom
RETAIL-13672,2009-12-01,n/a,paid_social,223.77,United Kingdom
RETAIL-13673,2011-11-01,n/a,paid_social,231.44,United Kingdom
RETAIL-13674,2010-10-01,n/a,organic,38.23,United Kingdom
RETAIL-13675,2011-02-01,n/a,paid_search,155.41,United Kingdom
RETAIL-13676,2010-03-01,n/a,organic,35.52,United Kingdom
RETAIL-13677,2010-07-01,n/a,paid_search,125.35,United Kingdom
RETAIL-13678,2011-07-01,n/a,referral,63.76,United Kingdom
RETAIL-13679,2009-12-01,n/a,referral,68.15,United Kingdom
RETAIL-13680,2009-12-01,n/a,referral,52.57,United Kingdom
RETAIL-13681,2011-07-01,n/a,referral,71.92,United Kingdom
RETAIL-13682,2011-06-01,n/a,paid_search,125.58,United Kingdom
RETAIL-13683,2010-09-01,n/a,paid_search,139.14,United Kingdom
RETAIL-13684,2010-03-01,n/a,paid_search,97.76,United Kingdom
RETAIL-13685,2011-10-01,n/a,referral,78.62,United Kingdom
RETAIL-13686,2010-11-01,n/a,paid_search,153.29,United Kingdom
RETAIL-13687,2010-09-01,n/a,referral,59.2,United Kingdom
RETAIL-13688,2010-03-01,n/a,paid_search,132.69,United Kingdom
RETAIL-13689,2010-09-01,n/a,referral,72.21,United Kingdom
RETAIL-13690,2011-10-01,n/a,paid_search,187.08,United Kingdom
RETAIL-13691,2010-11-01,n/a,organic,29.38,United Kingdom
RETAIL-13692,2010-10-01,n/a,referral,66.79,United Kingdom
RETAIL-13693,2009-12-01,n/a,organic,39.65,United Kingdom
RETAIL-13694,2009-12-01,n/a,referral,44.05,United Kingdom
RETAIL-13695,2010-05-01,n/a,organic,36.02,United Kingdom
RETAIL-13696,2010-01-01,n/a,paid_search,115.04,United Kingdom
RETAIL-13697,2011-11-01,n/a,paid_social,201.14,United Kingdom
RETAIL-13698,2010-01-01,n/a,referral,65.68,United Kingdom
RETAIL-13699,2010-06-01,n/a,organic,34.57,United Kingdom
RETAIL-13700,2010-02-01,n/a,paid_search,166.3,United Kingdom
RETAIL-13701,2010-09-01,n/a,organic,46.91,United Kingdom
RETAIL-13702,2010-09-01,n/a,paid_social,279.66,United Kingdom
RETAIL-13703,2010-10-01,n/a,organic,29.47,United Kingdom
RETAIL-13704,2011-09-01,n/a,referral,80.0,United Kingdom
RETAIL-13705,2010-03-01,n/a,referral,53.26,United Kingdom
RETAIL-13706,2010-03-01,n/a,organic,44.46,United Kingdom
RETAIL-13707,2010-06-01,n/a,referral,34.08,United Kingdom
RETAIL-13708,2011-03-01,n/a,organic,33.94,United Kingdom
RETAIL-13709,2010-01-01,n/a,paid_search,124.44,United Kingdom
RETAIL-13710,2010-04-01,n/a,paid_social,251.44,United Kingdom
RETAIL-13711,2009-12-01,n/a,referral,63.5,United Kingdom
RETAIL-13712,2010-04-01,n/a,paid_search,166.74,United Kingdom
RETAIL-13713,2010-05-01,n/a,organic,44.3,United Kingdom
RETAIL-13714,2010-08-01,n/a,paid_search,117.04,United Kingdom
RETAIL-13715,2010-03-01,n/a,referral,50.95,United Kingdom
RETAIL-13716,2011-03-01,n/a,organic,40.72,United Kingdom
RETAIL-13717,2010-08-01,n/a,paid_social,235.78,United Kingdom
RETAIL-13718,2011-02-01,n/a,paid_search,159.63,United Kingdom
RETAIL-13719,2010-05-01,n/a,organic,42.42,United Kingdom
RETAIL-13720,2011-03-01,n/a,organic,30.22,United Kingdom
RETAIL-13721,2010-11-01,n/a,paid_social,163.5,United Kingdom
RETAIL-13722,2010-03-01,n/a,paid_social,234.02,United Kingdom
RETAIL-13723,2010-04-01,n/a,paid_search,130.44,United Kingdom
RETAIL-13724,2010-03-01,n/a,paid_social,204.77,United Kingdom
RETAIL-13725,2011-02-01,n/a,paid_social,235.05,United Kingdom
RETAIL-13726,2011-08-01,n/a,paid_search,120.87,United Kingdom
RETAIL-13727,2009-12-01,n/a,paid_search,137.65,United Kingdom
RETAIL-13728,2009-12-01,n/a,organic,32.25,United Kingdom
RETAIL-13729,2010-01-01,n/a,referral,88.56,United Kingdom
RETAIL-13730,2011-07-01,n/a,paid_search,153.23,United Kingdom
RETAIL-13731,2011-04-01,n/a,paid_social,253.39,United Kingdom
RETAIL-13732,2011-11-01,n/a,referral,59.88,United Kingdom
RETAIL-13733,2009-12-01,n/a,referral,60.42,United Kingdom
RETAIL-13734,2010-04-01,n/a,organic,31.44,United Kingdom
RETAIL-13735,2009-12-01,n/a,paid_search,151.45,United Kingdom
RETAIL-13736,2009-12-01,n/a,referral,51.2,United Kingdom
RETAIL-13737,2011-05-01,n/a,paid_search,180.66,United Kingdom
RETAIL-13738,2010-11-01,n/a,organic,41.72,United Kingdom
RETAIL-13739,2010-06-01,n/a,paid_search,161.83,United Kingdom
RETAIL-13740,2009-12-01,n/a,paid_search,75.81,United Kingdom
RETAIL-13741,2011-05-01,n/a,referral,64.19,United Kingdom
RETAIL-13742,2011-01-01,n/a,organic,47.44,United Kingdom
RETAIL-13743,2011-03-01,n/a,referral,52.17,United Kingdom
RETAIL-13744,2011-02-01,n/a,paid_search,131.43,United Kingdom
RETAIL-13745,2010-06-01,n/a,organic,50.75,United Kingdom
RETAIL-13746,2010-10-01,n/a,organic,34.96,United Kingdom
RETAIL-13747,2010-10-01,n/a,referral,47.18,United Kingdom
RETAIL-13748,2009-12-01,n/a,organic,40.81,United Kingdom
RETAIL-13749,2010-01-01,n/a,paid_social,194.81,United Kingdom
RETAIL-13750,2010-04-01,n/a,paid_social,228.84,United Kingdom
RETAIL-13751,2011-02-01,n/a,paid_social,252.13,United Kingdom
RETAIL-13752,2010-06-01,n/a,paid_social,226.92,United Kingdom
RETAIL-13753,2009-12-01,n/a,paid_search,91.82,United Kingdom
RETAIL-13754,2010-09-01,n/a,organic,23.8,United Kingdom
RETAIL-13755,2011-10-01,n/a,paid_social,209.61,United Kingdom
RETAIL-13756,2009-12-01,n/a,paid_search,131.84,United Kingdom
RETAIL-13757,2010-02-01,n/a,paid_search,156.92,United Kingdom
RETAIL-13758,2009-12-01,n/a,paid_search,108.12,United Kingdom
RETAIL-13759,2011-09-01,n/a,paid_social,183.9,United Kingdom
RETAIL-13760,2010-04-01,n/a,organic,17.8,United Kingdom
RETAIL-13761,2010-02-01,n/a,paid_search,112.02,United Kingdom
RETAIL-13762,2010-01-01,n/a,referral,59.59,United Kingdom
RETAIL-13763,2010-09-01,n/a,referral,48.55,United Kingdom
RETAIL-13764,2010-03-01,n/a,referral,79.97,United Kingdom
RETAIL-13765,2010-02-01,n/a,organic,31.29,United Kingdom
RETAIL-13766,2010-08-01,n/a,referral,43.3,United Kingdom
RETAIL-13767,2009-12-01,n/a,referral,59.44,United Kingdom
RETAIL-13768,2009-12-01,n/a,referral,50.36,United Kingdom
RETAIL-13769,2009-12-01,n/a,paid_social,197.64,United Kingdom
RETAIL-13770,2009-12-01,n/a,paid_search,145.0,United Kingdom
RETAIL-13771,2010-02-01,n/a,paid_search,134.23,United Kingdom
RETAIL-13772,2010-02-01,n/a,paid_social,176.49,United Kingdom
RETAIL-13773,2010-02-01,n/a,organic,33.28,United Kingdom
RETAIL-13774,2011-09-01,n/a,referral,40.17,United Kingdom
RETAIL-13775,2010-04-01,n/a,organic,24.42,United Kingdom
RETAIL-13776,2010-01-01,n/a,referral,85.03,United Kingdom
RETAIL-13777,2009-12-01,n/a,paid_social,255.92,United Kingdom
RETAIL-13778,2010-05-01,n/a,organic,22.16,United Kingdom
RETAIL-13779,2010-07-01,n/a,paid_search,180.83,United Kingdom
RETAIL-13780,2010-10-01,n/a,paid_social,224.83,United Kingdom
RETAIL-13781,2009-12-01,n/a,referral,29.54,United Kingdom
RETAIL-13782,2009-12-01,n/a,paid_search,149.44,United Kingdom
RETAIL-13783,2010-02-01,n/a,referral,81.95,United Kingdom
RETAIL-13784,2010-09-01,n/a,referral,39.73,United Kingdom
RETAIL-13785,2010-09-01,n/a,referral,61.85,United Kingdom
RETAIL-13786,2009-12-01,n/a,organic,45.23,United Kingdom
RETAIL-13787,2010-01-01,n/a,referral,93.85,United Kingdom
RETAIL-13788,2010-07-01,n/a,referral,29.19,United Kingdom
RETAIL-13789,2010-11-01,n/a,paid_social,178.41,United Kingdom
RETAIL-13790,2011-12-01,n/a,referral,40.32,United Kingdom
RETAIL-13791,2011-06-01,n/a,organic,31.88,United Kingdom
RETAIL-13792,2010-10-01,n/a,paid_social,220.97,United Kingdom
RETAIL-13793,2010-03-01,n/a,organic,23.12,United Kingdom
RETAIL-13794,2010-06-01,n/a,paid_social,175.77,United Kingdom
RETAIL-13795,2010-03-01,n/a,paid_social,110.0,United Kingdom
RETAIL-13796,2010-07-01,n/a,paid_search,154.67,United Kingdom
RETAIL-13797,2010-03-01,n/a,referral,79.84,United Kingdom
RETAIL-13798,2009-12-01,n/a,organic,63.05,United Kingdom
RETAIL-13799,2010-03-01,n/a,organic,41.59,United Kingdom
RETAIL-13800,2009-12-01,n/a,organic,36.69,United Kingdom
RETAIL-13801,2011-10-01,n/a,referral,63.08,United Kingdom
RETAIL-13802,2010-02-01,n/a,referral,52.49,United Kingdom
RETAIL-13803,2010-03-01,n/a,paid_social,263.62,United Kingdom
RETAIL-13804,2010-09-01,n/a,referral,60.06,United Kingdom
RETAIL-13805,2011-08-01,n/a,paid_social,262.32,United Kingdom
RETAIL-13806,2011-10-01,n/a,paid_search,184.98,United Kingdom
RETAIL-13807,2009-12-01,n/a,organic,46.61,United Kingdom
RETAIL-13808,2011-09-01,n/a,paid_search,128.94,United Kingdom
RETAIL-13809,2010-09-01,n/a,organic,32.27,Cyprus
RETAIL-13810,2011-10-01,n/a,organic,55.67,Germany
RETAIL-13811,2011-04-01,n/a,paid_social,169.3,Germany
RETAIL-13812,2011-08-01,n/a,referral,46.34,Germany
RETAIL-13813,2009-12-01,n/a,organic,24.47,Germany
RETAIL-13814,2010-06-01,n/a,organic,26.78,Germany
RETAIL-13815,2010-02-01,n/a,paid_search,141.38,Germany
RETAIL-13816,2011-10-01,n/a,referral,62.33,Germany
RETAIL-13817,2010-12-01,n/a,organic,38.44,Germany
RETAIL-13818,2010-10-01,n/a,paid_search,116.71,United Kingdom
RETAIL-13819,2009-12-01,n/a,organic,32.17,United Kingdom
RETAIL-13820,2010-01-01,n/a,paid_search,147.85,United Kingdom
RETAIL-13821,2010-01-01,n/a,referral,82.51,United Kingdom
RETAIL-13822,2011-10-01,n/a,referral,54.9,United Kingdom
RETAIL-13823,2009-12-01,n/a,referral,62.58,United Kingdom
RETAIL-13824,2010-03-01,n/a,paid_search,167.21,United Kingdom
RETAIL-13825,2009-12-01,n/a,paid_social,195.9,United Kingdom
RETAIL-13826,2011-06-01,n/a,paid_search,175.52,United Kingdom
RETAIL-13827,2011-07-01,n/a,organic,53.85,United Kingdom
RETAIL-13828,2011-11-01,n/a,referral,78.23,United Kingdom
RETAIL-13829,2010-10-01,n/a,organic,23.8,United Kingdom
RETAIL-13830,2010-05-01,n/a,organic,32.48,United Kingdom
RETAIL-13831,2009-12-01,n/a,organic,42.13,United Kingdom
RETAIL-13832,2010-10-01,n/a,organic,45.36,United Kingdom
RETAIL-13833,2010-10-01,n/a,paid_social,228.37,United Kingdom
RETAIL-13834,2009-12-01,n/a,paid_search,140.53,United Kingdom
RETAIL-13835,2010-03-01,n/a,paid_social,207.65,United Kingdom
RETAIL-13836,2010-10-01,n/a,paid_search,123.73,United Kingdom
RETAIL-13837,2011-01-01,n/a,referral,89.76,United Kingdom
RETAIL-13838,2010-05-01,n/a,referral,51.88,United Kingdom
RETAIL-13839,2010-08-01,n/a,referral,64.95,United Kingdom
RETAIL-13840,2010-10-01,n/a,organic,49.73,United Kingdom
RETAIL-13841,2011-04-01,n/a,referral,52.26,United Kingdom
RETAIL-13842,2010-02-01,n/a,paid_search,122.36,United Kingdom
RETAIL-13843,2010-11-01,n/a,organic,43.16,United Kingdom
RETAIL-13844,2011-11-01,n/a,organic,61.69,United Kingdom
RETAIL-13845,2011-10-01,n/a,referral,51.05,United Kingdom
RETAIL-13846,2010-11-01,n/a,paid_search,106.7,United Kingdom
RETAIL-13847,2009-12-01,n/a,paid_search,144.48,United Kingdom
RETAIL-13848,2009-12-01,n/a,paid_search,175.34,United Kingdom
RETAIL-13849,2010-03-01,n/a,organic,34.99,United Kingdom
RETAIL-13850,2011-08-01,n/a,organic,41.46,United Kingdom
RETAIL-13851,2010-01-01,n/a,referral,54.65,United Kingdom
RETAIL-13852,2010-04-01,n/a,organic,48.24,United Kingdom
RETAIL-13853,2011-10-01,n/a,paid_search,82.37,United Kingdom
RETAIL-13854,2010-01-01,n/a,paid_social,191.06,United Kingdom
RETAIL-13855,2009-12-01,n/a,paid_search,87.23,United Kingdom
RETAIL-13856,2010-03-01,n/a,organic,36.54,United Kingdom
RETAIL-13857,2010-05-01,n/a,organic,36.76,United Kingdom
RETAIL-13858,2011-10-01,n/a,paid_social,203.07,United Kingdom
RETAIL-13859,2010-06-01,n/a,paid_social,212.65,United Kingdom
RETAIL-13860,2011-09-01,n/a,paid_search,176.42,United Kingdom
RETAIL-13861,2010-06-01,n/a,referral,51.23,United Kingdom
RETAIL-13862,2010-11-01,n/a,referral,35.09,United Kingdom
RETAIL-13863,2010-04-01,n/a,paid_search,101.34,United Kingdom
RETAIL-13864,2010-11-01,n/a,paid_social,201.68,United Kingdom
RETAIL-13865,2011-02-01,n/a,referral,31.27,United Kingdom
RETAIL-13866,2011-09-01,n/a,organic,35.05,United Kingdom
RETAIL-13867,2011-05-01,n/a,organic,33.25,United Kingdom
RETAIL-13868,2011-11-01,n/a,organic,28.4,United Kingdom
RETAIL-13869,2010-01-01,n/a,paid_social,228.49,United Kingdom
RETAIL-13870,2010-02-01,n/a,paid_search,149.74,United Kingdom
RETAIL-13871,2009-12-01,n/a,paid_social,212.96,United Kingdom
RETAIL-13872,2009-12-01,n/a,organic,34.12,United Kingdom
RETAIL-13873,2010-03-01,n/a,referral,49.79,United Kingdom
RETAIL-13874,2009-12-01,n/a,paid_search,110.1,United Kingdom
RETAIL-13875,2009-12-01,n/a,paid_search,161.01,United Kingdom
RETAIL-13876,2011-10-01,n/a,organic,24.2,United Kingdom
RETAIL-13877,2010-01-01,n/a,referral,62.47,United Kingdom
RETAIL-13878,2010-04-01,n/a,paid_search,161.03,United Kingdom
RETAIL-13879,2010-03-01,n/a,paid_search,145.74,United Kingdom
RETAIL-13880,2010-05-01,n/a,referral,78.38,United Kingdom
RETAIL-13881,2010-03-01,n/a,organic,43.42,United Kingdom
RETAIL-13882,2011-10-01,n/a,paid_social,194.36,United Kingdom
RETAIL-13883,2009-12-01,n/a,referral,52.74,United Kingdom
RETAIL-13884,2010-08-01,n/a,paid_search,162.12,United Kingdom
RETAIL-13885,2011-05-01,n/a,referral,58.07,United Kingdom
RETAIL-13886,2011-09-01,n/a,organic,23.76,United Kingdom
RETAIL-13887,2011-05-01,n/a,organic,60.19,United Kingdom
RETAIL-13888,2010-05-01,n/a,organic,56.55,United Kingdom
RETAIL-13889,2010-01-01,n/a,organic,50.61,United Kingdom
RETAIL-13890,2009-12-01,n/a,organic,37.49,United Kingdom
RETAIL-13891,2010-05-01,n/a,referral,70.24,United Kingdom
RETAIL-13892,2010-05-01,n/a,referral,71.41,United Kingdom
RETAIL-13893,2011-02-01,n/a,referral,58.85,United Kingdom
RETAIL-13894,2011-02-01,n/a,paid_social,221.93,United Kingdom
RETAIL-13895,2009-12-01,n/a,organic,33.74,United Kingdom
RETAIL-13896,2010-03-01,n/a,organic,51.78,United Kingdom
RETAIL-13897,2010-01-01,n/a,paid_social,162.74,United Kingdom
RETAIL-13898,2010-10-01,n/a,referral,59.75,United Kingdom
RETAIL-13899,2011-03-01,n/a,referral,88.05,United Kingdom
RETAIL-13900,2010-03-01,n/a,organic,41.38,United Kingdom
RETAIL-13901,2010-01-01,n/a,referral,55.62,United Kingdom
RETAIL-13902,2009-12-01,n/a,organic,45.14,Denmark
RETAIL-13903,2010-11-01,n/a,paid_social,271.79,United Kingdom
RETAIL-13904,2011-02-01,n/a,paid_social,160.01,United Kingdom
RETAIL-13905,2009-12-01,n/a,referral,53.33,United Kingdom
RETAIL-13906,2010-10-01,n/a,organic,32.39,United Kingdom
RETAIL-13907,2010-01-01,n/a,paid_social,218.13,United Kingdom
RETAIL-13908,2011-03-01,n/a,organic,50.18,United Kingdom
RETAIL-13909,2010-07-01,n/a,paid_search,142.8,United Kingdom
RETAIL-13910,2010-09-01,n/a,paid_social,232.97,United Kingdom
RETAIL-13911,2010-03-01,n/a,paid_search,155.62,United Kingdom
RETAIL-13912,2010-10-01,n/a,paid_social,235.58,United Kingdom
RETAIL-13913,2010-07-01,n/a,referral,36.64,United Kingdom
RETAIL-13914,2011-11-01,n/a,paid_social,230.19,United Kingdom
RETAIL-13915,2009-12-01,n/a,referral,66.89,United Kingdom
RETAIL-13916,2009-12-01,n/a,organic,31.58,United Kingdom
RETAIL-13917,2011-06-01,n/a,referral,56.66,United Kingdom
RETAIL-13918,2011-03-01,n/a,referral,88.58,United Kingdom
RETAIL-13919,2010-06-01,n/a,paid_search,187.07,Denmark
RETAIL-13920,2010-05-01,n/a,paid_social,265.36,United Kingdom
RETAIL-13921,2009-12-01,n/a,organic,40.61,United Kingdom
RETAIL-13922,2010-08-01,n/a,organic,22.3,United Kingdom
